Posicion,Empresa,Salario,Ubicacion,Fecha de publicacion,URL de la vacante,Descripción,Home URL,Nombre del Sitio
Lead Back End Developer,Arcarta,💰 $60k - $100k,🌏 Worldwide,2022-01-10T14:12:34+00:00,https://remoteok.com/remote-jobs/108110-remote-lead-back-end-developer-arcarta,"[""Arcarta \n\n\n\narcarta.com \n\n\nApply now\n\n\n🔎1,691 views\n\n\n✅ 441 applied\n(26%)\n\n\n\nArcarta is hiring a Remote Lead Back End Developer \nThe Opportunity:\\n\\nWe’re looking for someone who cares about building effective, elegant and usable digital product to join the Arcarta product development team to develop new features, improve existing infrastructure and update processes.\\n\\nWorking alongside our product leads, you’ll be involved in every aspect of development from initial concepts, prototyping and wire-framing all the way through publication.\\n\\n\\nThe Role:\\n\\n- Contribute to the development of our product and architecture as we grow.\\n\\n- Strive for continuous improvement and simplicity with incremental releases and laser focus.\\n\\n- Join in on each phase of feature development including design and prototyping.\\n\\n- Work closely with our world class development team to share ideas, insight and knowledge.\\n\\n\\nExperience and Skills:\\n\\n- Mid to senior preferred with a minimum of 4 years experience working with Python.\\n\\n- Experience with Django, Flask, Redis, Postgres, React, Git flow, Docker preferred but not essential.\\n\\n- Part time and Contract roles also considered.\\n\\n\\nWorking with Us:\\n\\n- Competitive salaries and bonuses.\\n\\n- Flexible hours and holidays.\\n\\n- Macbook and equipment costs covered.\\n\\n- Join a team of product and user experience designers driven by making usable, human friendly solutions. \\n\\nBe sure to mention the word **ENTRANCED** when applying to show you read the job post completely. This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.\\n\\n \\n\\n#Salary and compensation\\n\n$60,000 — $100,000/year\\n\n\\n\\n#Location\\n🌏 Worldwide\n\n\n\n\nSee more jobs at Arcarta\n\n\nVisit Arcarta's website""]",https://remoteok.com,REMOTEOK
JavaScript Developer,White Sand,💰 $40k - $150k,🌏 Worldwide,2022-01-04T09:51:06+00:00,https://remoteok.com/remote-jobs/107109-remote-javascript-developer-white-sand,"[""White Sand \n\n\n\nwhitesand.biz \n\n\nApply now\n\n\n🔎23,805 views\n\n\n✅ 4,538 applied\n(19%)\n\n\n\nWhite Sand is hiring a Remote JavaScript Developer \nWe are an international team working on an innovative SaaS product that is disrupting its niche. We're looking for multiple developers (Devops/BackEnd/FrontEnd/QA/UI-UX) who will help us upgrade our currently successful product lineup into SaaS versions. This is a full time (40h/week), fully remote job. Start time is immediate.\\n\\n\\n\\n\\n#Senior Backend Developer:\\n* 7+ years in webdev with at least 3 years in JavaScript and NodeJS\\n* Proficient in TypeScript\\n* Experience with relational databases and ORMs\\n* Experience with NestJS or similar web frameworks.\\n\\n\\n\\n\\n#Backend Developer:\\n* 3+ years in webdev with at least 2 years in JavaScript and NodeJS\\n* Proficient in TypeScript\\n* Experience with relational databases and ORMs\\n* Experience with NestJS or similar web frameworks.\\n\\n\\n\\n#Senior Frontend Developer:\\n* 7+ years in webdev with at least 3 years in React\\n* Proficient in TypeScript\\n* Experience with complex React applications\\n* Experience with Redux or similar state management libraries\\n* Experience with using REST APIs with OAuth2.\\n\\n\\n \\n\\n#Frontend Developer:\\n* 3+ years in webdev with at least 2 years in React\\n* Proficient in TypeScript\\n* Experience with complex React applications\\n* Experience with Redux or similar state management libraries\\n* Experience with using REST APIs with OAuth2.\\n\\n\\n\\n#Javascript QA Engineer:\\n* 3+ years in webdev with understanding of JavaScript and TypeScript\\n* 1 year of experience in a webdev QA role\\n* Experience in a full-time QA role.\\n\\n\\n\\n#UI/UX Designer:\\n* 3+ years of experience in web design\\n* Experience with designing complex UX for enterprise SaaS applications \\n\\n\\n\\n\\n#\xa0\xa0\xa0\xa0\xa0\xa0\\n\\nlearn more @ [datadive.tools/careers](https://datadive.tools/careers.html)\\n\\n#\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\\n\\n \\n\\nBe sure to mention the word **DAZZLE** when applying to show you read the job post completely. This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.\\n\\n \\n\\n#Salary and compensation\\n\n$40,000 — $150,000/year\\n\n\\n\\n#Location\\n🌏 Worldwide\n\n\n\n\nSee more jobs at White Sand\n\n\nVisit White Sand's website""]",https://remoteok.com,REMOTEOK
Frontend Engineer,Streamlabs,💰 $100k - $180k,🌏 Worldwide,2022-01-01T17:50:56+00:00,https://remoteok.com/remote-jobs/107908-remote-frontend-engineer-streamlabs,"[""Streamlabs \n\n\nApply now\n\n\n🔎8,334 views\n\n\n✅ 1,550 applied\n(19%)\n\n\n\nStreamlabs is hiring a Remote Frontend Engineer \nWe are Streamlabs, a technology company based in San Francisco and Vancouver. We build tools and software allowing nearly 40 million live streamers to engage with viewers, monetize their broadcasts, and grow their channels. Over $900 million in donations have been paid out to streamers through our platform since 2015. The top live creators on YouTube, Twitch and other platforms trust and use our tools to broadcast and monetize their streams. Our company is changing the live streaming and creator industry and you can be a big part of it.\\n\\nWe believe in meaningful work and meaningful relationships. Part of our culture is deep empathy for our teammates. We do team-wide hackathons twice a year and fly the entire team from across the globe to one location to build new ideas together. We strive for complete transparency within the company with weekly all-hands that cover everything (that is also the only standing meeting we have as a team). We do learning talks, game nights, product demos, AMAs, and much more.\\n\\nWe are a remote-first team, but provide offices in certain cities for those who prefer an office setting. You can go into the office as much or as little as you like. It’s all about doing whatever empowers you to do your best work.\\n\\nRead more about our empowering culture and the values we live by here.\\n\\n#### The Role: \\nWe’re looking for a talented, versatile Frontend Engineer to grow our team working across our web and desktop products. In this role, you will be working closely with designers and product managers to build intuitive, responsive web applications. You will participate in UX discussions, code reviews, roadmap planning, and work with a cross-functional team of talented people to build impactful products.\\n\\nWe work with a broad range of technologies to build beautiful and intuitive user interfaces. Frontend at Streamlabs involves more than just building web pages. We build complex, data-driven, reactive single-page applications for the web and Electron-based desktop apps. You will be given the opportunity to work on a wide range of projects both old and new, open and closed source, utilizing the latest technologies and frameworks.\\n\\nIf you are passionate about empowering creators, working with driven people, operating with a high amount of autonomy, and seeing the results of your work quickly go to production - this might be a good fit for you.\\n\\nYour contribution: Be Yourself. Be Open. Stay Hungry and Humble. Collaborate. Challenge. Decide and just Do. \\n\\n#### In this role you will:\\n\\n- Work with a team of highly talented individuals to build and release complex, data-driven frontend applications in a timely manner\\n- Own your code and the product from development to production\\n- Exemplify a strong eye for design, and obsess over the user experience\\n- Wear many different hats and contribute to your team with both technical and non-technical skills\\n- Treat the projects you work on as your own. Speak your mind, suggest ideas, take full ownership and deliver results\\n\\n#### What do you bring?\\n\\n- 3+ years of experience in JavaScript\\n- Professional experience working with product managers and designers to bring a product to market\\n- Experience building frontend applications using React, Angular, Vue, or similar\\n- Experience styling modern UIs with HTML/CSS\\n- Experience with automated testing of frontend applications\\n- Experience working alongside a team of engineers across one or multiple projects\\n- Demonstration of strong written and verbal communication skills, ability, and willingness to listen to teammates and collaborate with empathy\\n\\nIn addition, preferable skills and behaviors include:\\n\\n- Experience with TypeScript\\n- Experience building Electron apps or NodeJS apps\\n- Experience working across the tech stack, with a strong understanding of backend systems\\n- Experience demonstrating a basic understanding of design principles and best practices\\n- Experience working in a fast-paced, cross-functional team environment where you wore different hats\\n- Familiarity with content creation\\n- Education: A Bachelor’s degree in Computer Science, Computer Engineering, or equivalent professional experience\\n\\nImportant to our culture: 1. Speed 2. Humble 3. Empathy 4. Ownership We prefer to hire for attitude, train for skill.\\n\\nFor candidates outside of the US and Canada, employment will be offered on a remote contract basis. Relocation to the US or Canada is available after a trial period on a case-by-case basis.\\nAll qualified applicants will receive consideration for employment without regard to race, sex, age, color, religion, sexual orientation, gender identity, national origin, protected veteran status, or on the basis of disability.\\n\\nReach out if you think you're a fit. We'd love to chat. \\n\\nBe sure to mention the word **DEXTEROUS** when applying to show you read the job post completely. This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.\\n\\n \\n\\n#Salary and compensation\\n\n$100,000 — $180,000/year\\n\n\\n\\n#Location\\n🌏 Worldwide\n\n\n\n\nSee more jobs at Streamlabs""]",https://remoteok.com,REMOTEOK
Devsecops Engineer,SureSwift Capital,💰 $70k - $150k,🌏 Worldwide,2022-01-01T17:45:26+00:00,https://remoteok.com/remote-jobs/107893-remote-devsecops-engineer-sureswift-capital,"[""SureSwift Capital \n\n\n\nsureswiftcapital.com \n\n\nApply now\n\n\n🔎4,356 views\n\n\n✅ 473 applied\n(11%)\n\n\n\nSureSwift Capital is hiring a Remote Devsecops Engineer \n**About SureSwift Capital**\\n\\nYou made it. You found the dream job you’re looking for where people and culture come first. If that’s as important to you as it is to us then please keep reading.\\nAt SureSwift, we’re building the company we want to work for, and we’d like to give you the opportunity to join our fully remote team of 130+ people in 15 time zones around the world.\\n\\nWhile we do work hard, we all work remote, and according to our own schedules that make the most sense for ourselves and our families. There are no cubicles, no offices, and there is zero commute time...unless you decide to work from the beach or a coffee shop, and that’s up to you.\\n\\nWe value creating a diverse and inclusive work environment and are committed to building a culture where everyone thrives! SureSwift Capital is proud to be an Equal Opportunity Employer. \\n\\n**Your Daily Challenges**\\n\\nWe’re looking for our very first DevSecOps Engineer to join our growing team. You’ll excel in this newly created position if you’re comfortable creating a roadmap, delivering it and are able to work independently and collaboratively. We’re looking for someone who is excited to build the foundation to help SureSwift Capital continue to grow!\\n\\nWhen we welcome you aboard we’ll introduce you to your team, which consists of the VP of Technology, and DevOps Engineering Manager. These are the people you’ll work closely with day-to-day. \\n\\nOnce you get settled in and learn more about the team, your day to day activities as a DevOpsSec Engineer will look something like this: \\n\\n- Analyze existing cloud structures and create new and enhanced security methods. \\n- Design, develop and implement new cloud security technologies.\\n- Coordinate with development teams to fix system or application vulnerabilities. \\n- Work directly with internal infrastructure teams to align and execute infrastructure changes to support the tools, apps, and processes.\\n- Create process documents for operations, maintenance and integrating output from these tools into daily security operations.\\n- Review issues logs and metrics to identify trends and solutions that should be implemented.\\n- Assist with IT functions such as design, analysis, evaluation, testing, debugging and implementation of applications programs in support of one or more functional areas.\\n\\n**Your Experience and Qualifications**\\n\\n- Bachelor’s degree in computer science, programming or information security. \\n- 3-5 years of previous experience in information security. \\n- Operational experience with Amazon Web Services: EC2, ECS, SQS, RDS\\n- Experience in software development, programming and knowledge of technology tools and platforms. \\n- Knowledge of cloud SDLC. \\n- Knowledge of operating systems such as Windows and Linux, as well as cloud architecture. \\n- Prior experience with ISO certification\\n- Extensive knowledge of at least one programming language such as Python or Ruby on Rails preferred.\\n- Excellent communication skills\\n- Initiative and experience in serving as a project leader.\\n- Experience working in an entrepreneurial/startup environment\\n- Experience working with remote teams\\n\\n**Your Compensation**\\n\\nCompensation varies with experience and qualifications. This job is a remote / work from home position.\\nBackground checks will be conducted on final candidates.\\nThanks for the time you took to read about this opportunity.\\n \\n\\nBe sure to mention the word **FAVORED** when applying to show you read the job post completely. This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.\\n\\n \\n\\n#Salary and compensation\\n\n$70,000 — $150,000/year\\n\n\\n\\n#Location\\n🌏 Worldwide\n\n\n\n\nSee more jobs at SureSwift Capital\n\n\nVisit SureSwift Capital's website""]",https://remoteok.com,REMOTEOK
Senior Full Stack Engineer,AngelList Talent,💰 $120k - $200k,🌏 Worldwide,2022-01-01T17:35:55+00:00,https://remoteok.com/remote-jobs/107906-remote-senior-full-stack-engineer-angellist-talent,"[""AngelList Talent \n\n\nApply now\n\n\n🔎4,536 views\n\n\n✅ 590 applied\n(13%)\n\n\n\nAngelList Talent is hiring a Remote Senior Full Stack Engineer \nAt AngelList Talent, we’re ensuring that every innovator finds their team. We’re building a better recruiting process — one that matches candidates with opportunities based on their abilities and preferences.\\n\\nWe do this at scale — AngelList Talent is the world’s foremost startup & remote hiring marketplace. Over 100,000 startups and millions of people have used our products. We’ve facilitated millions of connections and tens of thousands of hires around the world.\\n\\nWe make a global impact with a small, high-quality team. AngelList Talent is ~40 people and half are engineers. Our engineers work on everything from ideation to launch to growth, and we give a ton of responsibility to our team members.\\n\\nWe're looking for a Senior Full-stack Engineer to join our team. You should be someone that likes to ship, comfortable working across the entire stack (React, Typescript, GraphQL, Rails). You should be proud of your code but knowledgable enough to know how to manage implementation tradeoffs. You should have a product mindset — engineers on this team are product people, too.\\n\\nThis position will be a fully remote position. We are currently open to considering remote candidates based in North America, South America, and Europe.\\n\\nYou will:\\n\\n- Own the development of product features end-to-end including scoping, architecting, coding, testing, and rolling out features\\n- Work closely with PMs, designers, and other engineers to ideate solutions to user problems\\n- Become an expert in your product area and our tech stack\\n- Make improvements to developer productivity through process / code improvements and mentorship\\n- Work on a distributed team\\n\\nYou have:\\n\\n- Experience building complex web products end-to-end in at least one of the languages or frameworks we use: Ruby, Rails, Typescript, React.\\n- Expertise working on all parts of the stack (frontend, backend, anything in between). But, it’s fine to be stronger in one part.\\n- Strong verbal and written communication skills. We have a document-first culture.\\n- Desire to work autonomously / work like an owner\\n- High empathy. You care about your teammates and our users. You can put yourself in their shoes.\\n- If you're interested in joining us, but don't tick every box above, we'd still encourage you to apply. We're building a diverse team whose skills, experiences, and background complement one another. We're happy to consider where you might be able to make the biggest impact. \\n\\nBe sure to mention the word **PLAYFUL** when applying to show you read the job post completely. This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.\\n\\n \\n\\n#Salary and compensation\\n\n$120,000 — $200,000/year\\n\n\\n\\n#Location\\n🌏 Worldwide\n\n\n\n\nSee more jobs at AngelList Talent""]",https://remoteok.com,REMOTEOK
Sales Consultant,Sticker Mule,💰 $60k - $90k,Remote - United States,2021-12-25T12:36:38+00:00,https://remoteok.com/remote-jobs/107250-remote-sales-consultant-sticker-mule,"[""Sticker Mule \n\n\nApply now\n\n\n🔎21,222 views\n\n\n✅ 5,294 applied\n(25%)\n\n\n\nSticker Mule is also hiring a:\n\n\n\nAI engineer \nSoftware engineer  \n\n\nSticker Mule is hiring a Remote Sales Consultant \nSticker Mule is the internet's favorite printer. We're a remote team spread all over the world, including 8 countries. Our team from top to bottom makes growth a top priority and it's ingrained in our company culture. But most importantly, we just enjoy making customers happy and having fun while doing so.\\n\\nWhy you'll like working here\\n1. Customers love our service and tell us all the time!\\n2. We offer flexibility in your work day.\\n3. We work at a sustainable pace to foster a non-stressful work environment.\\n\\nJob description\\nThe Sales Consultant works to identify interesting prospects, convert them into customers, and increase the happiness of existing high-value customers. \\n\\nWork performed\\n1. Develops prospect lists and performs email outreach to prospective customers. \\n2. Follows up with prospects to foster positive relationships & convert them to customers. \\n3. Assists customer service with creating quotes & orders for significant leads. \\n4. Creates spec samples for high potential prospects & customers. \\n5. Tracks the progress of customers through our sales funnel & follows up appropriately. \\n6. Assists high-value customers via phone & email as needed. \\n7. Educates customers on our products and services using phone, webinars & screen sharing if necessary.\\n8. Identifies opportunities to improve our service based on customer interactions. \\n9. Helps convert orders through live chat.\\n10. Performs other tasks as assigned by management.\\n\\nRequirements\\n1. Outstanding interpersonal skills.\\n2. Willing to travel for meetings, shows and events.\\n3. Self motivated.\\n4. Must be located in the US.\\n\\nCompensation\\n1. $60 - $90k based on experience.\\n2. Signing bonus.\\n3. 4 weeks vacation. \\n\\nBe sure to mention the word **ENTHRALL** when applying to show you read the job post completely. This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.\\n\\n \\n\\n#Salary and compensation\\n\n$60,000 — $90,000/year\\n\n\\n\\n#Location\\nRemote - United States\n\n\n\n\nSee more jobs at Sticker Mule""]",https://remoteok.com,REMOTEOK
PMO Lead COO Office,Binance,💰 $55k - $90k*,Singapore,2021-12-25T07:16:35+00:00,https://remoteok.com/remote-jobs/107878-remote-pmo-lead-coo-office-binance,"['Binance is hiring a Remote PMO Lead COO Office \nBinance is the global blockchain company behind the world’s largest digital asset exchange by trading volume and users, serving a greater mission to accelerate cryptocurrency adoption and increase the freedom of money.\\n\\nAre you looking to be a part of the most influential company in the blockchain industry and contribute to the crypto-currency revolution that is changing the world?\\nWorking at Binance\\n• Do something meaningful; Be a part of the future of finance technology and the no.1 company in the industry\\n• Fast moving, challenging and unique business problems\\n• International work environment and flat organisation\\n• Great career development opportunities in a growing company\\n• Possibility for relocation and international transfers mid-career\\n• Competitive salary\\n• Flexible working hours, Casual work attire \\n\\n#Salary and compensation\\n\nNo salary data published by company so we estimated salary based on previous jobs related to Ops, Executive and Product Manager, Operations jobs that are similar:\\n\\n\n$55,000 — $90,000/year\\n\n\\n\\n#Location\\nSingapore\n\n\n\n\nSee more jobs at Binance']",https://remoteok.com,REMOTEOK
Engineering Manager,Nebulab,💰 $70k - $110k*,🌏 Worldwide,2022-01-04T00:00:15+00:00,https://remoteok.com/remote-jobs/106409-remote-engineering-manager-nebulab,"[""Nebulab \n\n\n\nnebulab.com \n\n\nApply now\n\n\n🔎13,002 views\n\n\n✅ 5,781 applied\n(44%)\n\n\n\nNebulab is also hiring a:\n\n\n\nRuby on Rails Engineer  \n\n\nNebulab is hiring a Remote Engineering Manager \nWe are [Nebulab](https://nebulab.com), the full-service eCommerce agency behind some of the world’s most disruptive digital brands.\\n\\nWe specialize in building bespoke eCommerce experiences for international clients across a wide array of verticals, and we lead the development of [Solidus](https://solidus.io), the open-source eCommerce platform for industry trailblazers.\\n\\nWe’re a growing team of strategists, designers and engineers with a remote-first culture based on continuous learning, transparency and collaboration. We are bold, detail-oriented and we pursue excellence in everything we do.\\n\\nThrough our work, we are raising the bar for what eCommerce looks like.\\n\\nWe are looking for Ruby on Rails developers to join our distributed team and work on challenging international projects, both open-source and proprietary.\\n\\n## What you'll do\\n\\nYou will manage small teams of skilled developers. Most of the projects you will work on are eCommerce applications built with Solidus.\\n\\nYou will be the main connection between clients and the Nebulab development team: from helping your team planning features and interacting with stakeholders to executing said plans and pushing code to production.\\n\\nWe love friendly, open-minded people that want to make a difference.\\n\\nWe value knowledge sharing and collaboration above everything else: we expect you to lead by example and delegate, no micro-management allowed. We're inspired by agile principles and most of your work will be helping your team win at delivering great software on time at a sustainable pace.\\n\\nWant to dig deeper? Read more about how we work in our [Playbook](https://playbook.nebulab.com) and its [section for engineering managers](https://playbook.nebulab.com/managing-teams/what-engineering-managers-do/).\\n\\n## Requirements\\n\\nQualified candidates are passionate about managing people and doing whatever it takes to turn business requirements into great code.\\n\\nTheir day-to-day activities range from grooming requirements to conducting code reviews; a part of the day will be spent doing Ruby on Rails development, if the project requires it.\\n\\nThey should be able to lead their team and communicate with clients in a clear, productive and friendly way. We value people that are inclusive, community-driven and want to learn new things and share knowledge.\\n\\nNice-to-haves include: past consulting experience, knowledge of the Solidus framework, knowledge of agile principles and processes.\\n\\n## Benefits\\n\\nHead over to our Playbook to learn what [benefits we offer](https://playbook.nebulab.com/people-ops/benefits/)! \\n\\nBe sure to mention the word **CAPABLE** when applying to show you read the job post completely. This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.\\n\\n \\n\\n#Salary and compensation\\n\nNo salary data published by company so we estimated salary based on previous jobs related to Management, Ecommerce and Ruby, Executive, Engineer, Ruby jobs that are similar:\\n\\n\n$70,000 — $110,000/year\\n\n\\n\\n#Location\\n🌏 Worldwide\n\n\n\n\nSee more jobs at Nebulab\n\n\nVisit Nebulab's website""]",https://remoteok.com,REMOTEOK
Ruby on Rails Engineer,Nebulab,💰 $70k - $120k*,🌏 Worldwide,2021-12-20T12:09:09+00:00,https://remoteok.com/remote-jobs/106048-remote-ruby-on-rails-engineer-nebulab,"[""Nebulab \n\n\n\nnebulab.com \n\n\nApply now\n\n\n🔎9,177 views\n\n\n✅ 3,836 applied\n(42%)\n\n\n\nNebulab is also hiring a:\n\n\n\nEngineering Manager  \n\n\nNebulab is hiring a Remote Ruby on Rails Engineer \nWe are [Nebulab](https://nebulab.com), the full-service eCommerce agency behind some of the world’s most disruptive digital brands.\\n\\nWe specialize in building bespoke eCommerce experiences for international clients across a wide array of verticals, and we lead the development of [Solidus](https://solidus.io), the open-source eCommerce platform for industry trailblazers.\\n\\nWe’re a growing team of strategists, designers and engineers with a remote-first culture based on continuous learning, transparency and collaboration. We are bold, detail-oriented and we pursue excellence in everything we do.\\n\\nThrough our work, we are raising the bar for what eCommerce looks like.\\n\\nWe are looking for Ruby on Rails developers to join our distributed team and work on challenging international projects, both open-source and proprietary.\\n\\n## What you'll do\\n\\nYou will design, build and maintain solid Ruby on Rails applications with excellent test coverage. Most of these will be eCommerce applications built with Solidus.\\n\\nYour won't just write code, you will take part in every step of the process: from going over requirements with your team to discussing business goals with project stakeholders. We love friendly, open-minded people that want to make a difference.\\n\\nWe value knowledge sharing and collaboration above everything else: you will always have a chance to propose your ideas and solutions. We're inspired by open-source values and part of your work will be writing open-source code to make the world a better place.\\n\\nWant to dig deeper? Read more about how we work in our [Playbook](https://playbook.nebulab.com)!\\n\\n## Requirements\\n\\nQualified candidates are passionate about building high-quality, well-tested Ruby on Rails code. They should be able to communicate with both their teammates and clients in a clear, productive and friendly way. We value people that are inclusive, community-driven and want to learn new things and share knowledge.\\n\\nNice-to-haves include: past consulting experience, management experience, knowledge of the Solidus framework, knowledge of modern Javascript frameworks.\\n\\n## Benefits\\n\\nHead over to our Playbook to learn what [benefits we offer](https://playbook.nebulab.com/people-ops/benefits/)! \\n\\nBe sure to mention the word **PHENOMENALLY** when applying to show you read the job post completely. This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.\\n\\n \\n\\n#Salary and compensation\\n\nNo salary data published by company so we estimated salary based on previous jobs related to Ruby, Ecommerce and Solidus, Engineer, Ruby jobs that are similar:\\n\\n\n$70,000 — $120,000/year\\n\n\\n\\n#Location\\n🌏 Worldwide\n\n\n\n\nSee more jobs at Nebulab\n\n\nVisit Nebulab's website""]",https://remoteok.com,REMOTEOK
Senior Frontend Engineer,Iterative,💰 $63k - $107k*,🌏 Worldwide,2022-01-06T00:00:18+00:00,https://remoteok.com/remote-jobs/102909-remote-senior-frontend-engineer-iterative,"[""Iterative \n\n\n\niterative.ai \n\n\nApply now\n\n\n🔎17,583 views\n\n\n✅ 4,329 applied\n(25%)\n\n\n\nIterative is also hiring a:\n\n\n\nSenior Systems Engineer  \n\n\nIterative is hiring a Remote Senior Frontend Engineer \nPlease follow this link to read about the job and apply:\\n\\n[https://docs.google.com/document/d/1aT5HZYt4kAUxXqD4JNTe3jPDlVUwSmnEWDPR2QoKdvo/](https://docs.google.com/document/d/1aT5HZYt4kAUxXqD4JNTe3jPDlVUwSmnEWDPR2QoKdvo/)\\n\\nWe’re seeking a TypeScript front-end engineer to build SaaS and a VS Code UI for our popular machine learning tools: DVC (7000+ ⭐on GitHub) and CML (2000+ ⭐ on GitHub).\\n\\n**No prior knowledge of ML or Data Science is required.**\\n\\nThe ML tools ecosystem is what JS space was 10 years ago: there’s a clear need for better tools, frameworks, and open standards. ITERATIVE is already a well known company in this fast-evolving space with a big, engaged open-source community. Please consider joining our remote-first team if you love open-source, if you’re interested in building dev tools and simplifying the lives of many, many developers in ML.\\n\\n*The project* - We’re making a UI for DVC and CML. Think GitHub and/or popular Git extensions for VS Code - like GitLens. VS Code UI will be open sourced and will become part of your public profile! If you have experience with dev tools like GitHub, UI plugins for Git, etc., you should already have some sense what the project is like.\\n*The tech* - Our stack includes TypeScript, Node, React, and Python.\\n*The compensation* - Highly competitive salary, stock options, and bonuses.\\n\\n**Read more about us, and about the position here please:**\\n\\n[https://docs.google.com/document/d/1aT5HZYt4kAUxXqD4JNTe3jPDlVUwSmnEWDPR2QoKdvo/](https://docs.google.com/document/d/1aT5HZYt4kAUxXqD4JNTe3jPDlVUwSmnEWDPR2QoKdvo/) \\n\\nBe sure to mention the word **ADMIRING** when applying to show you read the job post completely. This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.\\n\\n \\n\\n#Salary and compensation\\n\nNo salary data published by company so we estimated salary based on previous jobs related to React, Node and Open Source, Typescript, JavaScript, Front End, Senior, Engineer jobs that are similar:\\n\\n\n$62,500 — $107,000/year\\n\n\\n\\n#Location\\n🌏 Worldwide\n\n\n\n\nSee more jobs at Iterative\n\n\nVisit Iterative's website""]",https://remoteok.com,REMOTEOK
